age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,score
21,0,F,African-American,Female,0,1,1
43,1,M,African-American,Male,6,0,0
33,0,F,Other,Male,3,1,1
26,1,F,African-American,Male,3,3,0
37,0,M,Other,Male,0,1,1
38,1,F,African-American,Male,1,7,1
35,1,M,Other,Male,1,0,1
27,1,F,African-American,Male,1,0,1
40,0,F,Other,Male,1,0,1
21,0,F,African-American,Male,1,0,1
38,1,F,Other,Male,3,1,0
37,0,M,Other,Male,0,0,1
44,0,F,Other,Male,0,1,1
30,0,F,African-American,Male,0,1,1
40,0,F,Other,Male,0,0,1
49,0,F,Other,Male,1,1,1
67,0,M,Other,Male,0,0,1
59,1,F,African-American,Male,14,33,0
21,1,F,African-American,Male,1,1,0
31,0,M,Other,Male,6,10,1
50,1,F,Other,Female,2,0,1
30,0,F,African-American,Male,7,0,1
28,0,M,Other,Male,1,0,1
48,1,F,African-American,Male,7,2,1
55,0,M,Other,Male,0,0,1
42,0,M,Other,Male,0,2,1
34,1,M,African-American,Male,0,29,1
43,1,M,African-American,Male,4,0,1
44,0,F,African-American,Male,0,42,1
29,1,F,Other,Male,17,2,1
25,1,F,Other,Male,2,0,1
32,1,M,African-American,Female,0,1,1
96,1,F,Other,Male,2,0,1
29,0,M,Other,Male,0,1,1
27,1,F,Other,Male,8,1,1
31,0,M,Other,Male,0,0,1
24,1,F,African-American,Male,1,0,1
34,1,F,African-American,Male,0,241,1
48,1,F,African-American,Male,2,1,1
41,0,F,African-American,Male,1,2,1
26,1,M,African-American,Male,12,10,0
42,1,F,African-American,Male,0,7,1
29,0,M,African-American,Male,0,42,1
26,0,M,Other,Male,0,1,1
27,0,F,African-American,Female,1,44,1
35,0,M,Other,Male,4,31,1
54,0,F,Other,Male,1,0,1
20,0,F,African-American,Male,0,0,1
27,0,F,Other,Male,0,1,1
21,0,F,African-American,Male,1,1,1
27,1,M,Other,Male,7,2,0
34,1,F,African-American,Male,11,1,0
54,0,M,African-American,Male,0,1,1
29,1,F,Other,Male,2,1,1
39,0,F,African-American,Male,1,4,1
33,0,M,Other,Female,0,0,1
40,1,F,Other,Female,7,6,1
35,0,M,African-American,Female,0,0,1
28,1,M,Other,Male,0,2,1
53,0,M,African-American,Male,0,0,1
28,0,M,Other,Male,2,13,1
26,0,F,African-American,Male,0,0,0
31,0,F,African-American,Male,3,0,1
24,1,M,Other,Male,3,1,0
45,1,F,Other,Male,19,1,1
33,0,M,Other,Male,1,0,1
28,0,F,African-American,Male,1,0,1
45,1,F,Other,Female,1,1,1
33,1,F,Other,Male,3,14,0
23,1,F,Other,Male,4,-1,1
36,0,F,African-American,Male,6,84,1
22,0,F,African-American,Male,0,0,1
28,1,F,African-American,Male,2,1,1
37,0,M,African-American,Male,3,0,1
52,0,M,Other,Female,0,0,1
26,0,F,Other,Male,0,1,1
28,1,F,Other,Male,4,3,1
33,0,F,Other,Female,2,14,1
23,1,F,Other,Male,3,41,1
31,1,M,Other,Male,3,0,1
55,0,M,Other,Female,0,1,1
24,1,F,Other,Male,3,-1,1
37,0,M,African-American,Male,2,0,1
41,0,F,African-American,Male,0,177,1
26,0,M,Other,Male,0,0,1
41,0,F,African-American,Male,13,2,1
33,0,F,African-American,Male,6,0,1
47,1,M,Other,Male,0,3,1
23,0,F,African-American,Male,0,1,1
27,0,F,Other,Male,1,1,1
24,1,F,Other,Male,0,36,1
30,0,F,African-American,Male,10,93,0
55,0,F,Other,Male,1,0,1
26,1,M,African-American,Male,13,7,0
35,0,F,African-American,Male,0,0,1
20,0,M,African-American,Male,1,0,1
24,1,M,Other,Male,3,8,0
31,1,M,African-American,Male,8,3,0
55,1,F,African-American,Male,0,1,1
33,1,F,Other,Male,7,0,0
44,1,F,Other,Male,6,270,1
41,1,F,African-American,Male,25,185,0
56,0,M,African-American,Male,9,0,0
21,0,F,African-American,Male,1,2,1
48,0,M,Other,Female,1,0,1
56,1,F,Other,Male,7,194,1
39,0,M,Other,Male,2,2,1
31,0,F,Other,Male,0,1,1
25,0,F,Other,Female,0,0,1
28,0,F,African-American,Female,3,16,1
30,1,F,African-American,Male,0,0,1
19,1,M,African-American,Female,0,1,0
20,1,M,African-American,Male,0,1,1
57,0,F,Other,Male,0,4,1
51,1,M,African-American,Male,8,0,1
27,1,F,African-American,Male,5,3,1
26,0,F,African-American,Male,0,0,1
23,1,M,Other,Male,3,35,0
35,1,M,African-American,Male,14,0,0
37,0,F,African-American,Male,5,0,1
48,0,F,African-American,Male,0,2,1
21,0,F,African-American,Male,0,2,0
52,0,M,African-American,Male,1,9,1
22,1,F,African-American,Male,0,0,1
41,1,F,Other,Male,1,1,1
25,1,M,Other,Female,1,0,1
54,1,M,African-American,Male,0,0,1
25,1,F,African-American,Male,13,36,0
40,0,F,Other,Female,4,2,1
22,0,F,African-American,Male,0,11,1
50,0,F,Other,Male,10,0,1
35,0,M,Other,Male,2,0,1
28,1,F,Other,Male,7,1,0
21,0,F,African-American,Male,0,2,1
27,0,F,Other,Male,0,4,1
22,1,F,African-American,Male,0,-1,1
38,1,F,Other,Female,20,1,0
32,0,F,Other,Male,0,7,1
59,0,F,Other,Male,0,1,1
20,1,M,Other,Male,0,0,1
59,0,F,Other,Male,0,0,1
44,1,F,Other,Female,1,1,1
26,1,M,African-American,Male,9,1,0
30,1,F,African-American,Male,9,1,1
25,1,M,African-American,Male,3,0,0
44,0,M,Other,Male,0,1,1
31,1,M,African-American,Female,0,1,1
32,0,F,African-American,Female,0,0,1
37,1,F,African-American,Male,22,81,0
22,0,F,Other,Male,2,1,1
38,1,M,African-American,Male,8,9,1
34,0,F,Other,Male,2,2,1
30,0,F,African-American,Male,7,1,1
38,1,F,Other,Female,0,1,1
36,1,F,African-American,Male,10,32,0
46,0,F,Other,Male,0,0,1
35,1,F,Other,Male,2,0,1
35,0,F,African-American,Male,0,0,1
20,1,F,Other,Male,1,1,1
30,1,F,African-American,Female,9,243,0
34,1,F,African-American,Male,16,1,0
31,1,F,Other,Male,3,1,1
32,1,M,Other,Male,0,1,1
31,1,F,Other,Male,4,1,0
22,1,F,Other,Male,2,11,0
31,0,F,Other,Male,0,80,0
36,1,M,African-American,Male,5,1,1
39,0,M,African-American,Male,2,47,1
51,1,F,African-American,Male,9,35,0
35,1,F,African-American,Male,7,1,1
35,0,F,Other,Male,0,1,1
23,1,F,Other,Male,0,0,1
37,0,M,African-American,Male,0,2,1
25,0,M,African-American,Male,3,7,1
27,0,F,African-American,Female,0,0,1
47,0,M,Other,Male,2,1,1
46,0,M,African-American,Male,12,2,1
27,0,F,Other,Male,0,0,1
34,1,F,African-American,Male,0,2,0
25,0,M,Other,Male,0,0,1
26,0,M,African-American,Male,5,1,1
25,1,F,African-American,Male,1,0,1
60,0,F,African-American,Male,9,0,0
49,1,M,Other,Male,0,1,1
30,1,F,African-American,Male,12,-1,0
21,0,F,African-American,Male,0,0,1
25,1,F,African-American,Male,4,0,0
21,1,F,African-American,Male,0,30,1
29,0,M,Other,Male,1,0,0
29,0,M,African-American,Male,4,0,1
21,0,M,Other,Male,0,0,1
53,1,M,Other,Male,4,0,1
51,0,F,Other,Male,2,22,1
29,0,M,African-American,Male,1,0,1
24,0,F,Other,Female,0,0,1
24,1,F,Other,Male,2,241,0
37,0,F,Other,Male,5,1,1
20,1,F,Other,Male,0,0,0
53,0,F,Other,Male,1,21,1
25,0,F,African-American,Male,5,35,0
38,0,M,Other,Male,0,1,1
22,1,F,African-American,Male,3,319,0
21,0,F,African-American,Male,1,13,0
21,1,F,Other,Male,1,5,1
27,1,M,African-American,Male,6,0,0
28,1,M,African-American,Male,14,20,1
49,1,M,African-American,Male,6,0,1
52,1,F,African-American,Male,7,3,0
25,0,M,African-American,Male,1,1,1
56,0,F,Other,Male,2,2,1
34,0,F,African-American,Male,22,1,0
35,0,F,Other,Male,7,1,1
23,1,M,African-American,Male,1,1,1
22,0,F,Other,Male,0,-1,1
23,1,F,African-American,Male,0,2,0
30,0,M,African-American,Male,4,54,0
42,1,M,African-American,Male,1,6,1
50,1,M,African-American,Male,24,32,0
37,1,M,Other,Male,4,2,1
37,0,F,African-American,Male,0,0,0
23,0,F,African-American,Male,1,0,1
41,0,F,Other,Male,0,1,1
50,0,F,African-American,Male,5,31,1
41,1,F,Other,Male,19,42,0
26,1,F,African-American,Male,2,4,1
40,1,F,Other,Male,8,40,1
23,1,F,African-American,Male,2,6,0
55,1,F,Other,Male,1,33,1
24,1,F,African-American,Male,0,1,1
33,1,M,Other,Male,5,1,1
23,0,F,Other,Male,0,1,1
37,1,M,African-American,Male,1,0,1
64,0,F,Other,Female,0,0,1
51,0,M,Other,Male,0,0,1
40,1,F,Other,Male,4,15,1
35,1,M,African-American,Female,3,0,1
22,1,F,Other,Male,1,1,1
29,0,F,African-American,Male,2,160,0
57,0,M,Other,Male,0,1,1
20,1,M,African-American,Male,1,0,1
23,0,M,Other,Female,0,0,1
23,1,F,African-American,Male,3,91,0
36,1,M,Other,Male,9,1,1
55,0,M,Other,Male,1,0,1
53,1,M,African-American,Male,18,41,1
21,1,F,African-American,Male,1,0,0
27,1,M,African-American,Male,3,12,1
28,1,F,African-American,Male,6,2,0
26,1,F,Other,Male,1,0,1
25,0,F,Other,Male,1,1,1
66,0,F,Other,Male,0,1,1
28,0,M,African-American,Male,3,0,1
24,0,M,African-American,Male,0,0,1
60,1,M,Other,Male,18,3,1
37,1,F,African-American,Male,2,0,1
73,0,M,Other,Male,0,1,1
44,0,F,African-American,Male,0,2,1
42,0,M,Other,Male,0,4,1
40,0,F,African-American,Male,6,1,1
21,0,F,Other,Male,0,7,0
56,1,M,Other,Male,0,0,1
42,0,F,African-American,Male,3,1,1
50,0,F,Other,Male,1,1,1
34,0,M,Other,Male,0,1,1
47,1,M,African-American,Male,1,2,1
58,0,F,Other,Male,3,2,1
48,0,F,Other,Male,3,0,1
20,0,F,Other,Female,0,0,1
53,1,F,African-American,Female,10,4,1
29,0,F,African-American,Male,0,1,0
38,0,M,Other,Male,1,0,1
43,0,M,Other,Female,0,0,1
25,1,M,Other,Male,2,1,1
53,1,M,Other,Male,1,4,1
22,0,M,Other,Male,0,0,1
32,0,M,Other,Female,1,10,1
26,1,M,Other,Male,9,1,1
48,0,F,Other,Female,0,1,1
23,1,F,African-American,Male,4,0,0
71,0,M,Other,Male,1,3,1
61,0,M,Other,Female,0,0,1
22,0,M,Other,Female,2,0,1
54,0,M,Other,Female,1,0,1
24,0,F,Other,Male,6,1,0
28,0,F,Other,Female,0,1,1
25,0,F,Other,Female,2,181,0
22,0,F,African-American,Female,1,13,1
24,1,F,African-American,Male,2,1,1
35,0,F,African-American,Male,0,1,1
21,0,F,African-American,Male,0,1,1
49,0,M,Other,Male,1,4,1
26,1,F,African-American,Male,6,2,0
30,1,F,African-American,Male,7,38,0
30,1,F,African-American,Male,5,180,1
64,0,F,Other,Male,8,0,1
45,1,F,Other,Female,7,0,1
37,0,M,African-American,Male,3,1,1
34,1,F,African-American,Female,1,116,1
60,0,F,Other,Male,4,6,1
58,0,M,Other,Male,0,0,1
27,0,F,Other,Male,0,0,1
30,1,M,African-American,Male,0,0,1
25,0,M,African-American,Male,0,0,1
60,1,F,African-American,Male,19,39,0
56,0,F,African-American,Male,24,6,0
33,0,M,African-American,Male,2,1,1
25,1,F,Other,Male,9,87,0
32,1,F,African-American,Male,6,4,1
24,1,F,African-American,Male,3,0,1
23,1,F,Other,Male,2,7,0
23,1,F,Other,Male,3,3,1
25,1,F,African-American,Male,1,0,1
20,0,F,African-American,Female,0,0,1
32,0,F,African-American,Male,9,0,0
49,0,F,African-American,Female,0,1,1
22,0,F,African-American,Male,1,1,1
24,0,F,African-American,Male,0,0,1
26,1,F,Other,Male,10,0,1
29,1,M,African-American,Male,1,1,1
22,0,F,Other,Male,0,1,1
26,0,F,African-American,Female,3,0,1
21,1,F,African-American,Male,0,3,1
54,0,M,Other,Male,2,39,1
59,0,F,African-American,Male,1,1,1
22,1,F,African-American,Male,0,1,0
24,1,F,Other,Male,1,4,1
64,0,F,African-American,Male,20,2,1
45,1,M,Other,Male,1,0,1
22,0,F,African-American,Female,0,5,1
24,1,F,African-American,Male,5,0,1
30,1,F,African-American,Female,3,12,1
27,0,F,Other,Female,0,0,1
20,0,F,Other,Male,0,0,1
29,1,F,Other,Male,0,6,1
28,1,F,Other,Male,5,20,1
37,0,M,Other,Male,0,1,1
25,0,F,Other,Male,2,-1,1
23,1,F,Other,Male,3,244,1
32,0,M,African-American,Female,0,0,1
44,0,F,Other,Female,1,0,1
41,0,F,African-American,Male,8,1,1
30,0,F,Other,Male,3,25,1
27,1,M,African-American,Male,2,7,1
32,1,F,African-American,Male,0,0,1
40,1,M,African-American,Male,24,1,0
34,0,M,Other,Male,2,0,1
33,0,M,African-American,Female,3,1,1
33,0,F,Other,Male,0,6,1
37,0,M,Other,Male,1,0,1
28,0,M,African-American,Male,9,1,1
25,1,F,African-American,Female,0,1,1
30,0,M,African-American,Female,1,2,1
47,0,M,African-American,Female,0,0,1
24,1,F,Other,Male,0,1,1
31,1,F,Other,Male,9,116,0
52,1,F,African-American,Male,0,26,1
25,1,F,African-American,Male,5,236,0
46,0,M,African-American,Female,7,18,0
62,0,M,Other,Male,3,0,1
36,1,M,Other,Male,0,5,1
24,1,F,African-American,Male,2,10,1
37,1,M,Other,Male,3,2,1
25,0,F,Other,Male,9,54,0
21,1,M,African-American,Male,0,35,0
38,0,M,Other,Male,0,0,1
29,1,F,African-American,Male,5,5,1
52,1,M,African-American,Male,0,0,1
29,0,F,African-American,Male,5,2,0
59,1,F,African-American,Male,13,242,1
39,0,F,African-American,Male,2,0,1
48,0,M,Other,Male,1,167,1
31,1,M,Other,Male,3,0,1
20,1,F,African-American,Male,1,5,0
50,0,M,Other,Male,0,0,1
27,1,F,African-American,Male,7,4,0
27,0,M,African-American,Male,0,1,1
31,1,F,Other,Male,4,5,1
24,0,M,African-American,Female,2,30,1
24,1,F,African-American,Male,4,51,0
30,1,M,Other,Male,0,1,1
41,0,F,Other,Male,0,0,1
38,0,F,Other,Male,1,0,1
32,1,F,African-American,Male,2,19,0
69,1,M,Other,Male,0,0,1
25,0,F,Other,Male,1,59,0
55,1,M,Other,Male,0,30,1
28,1,F,African-American,Male,7,1,0
27,1,M,Other,Male,0,-1,1
20,1,F,African-American,Female,1,1,1
36,1,F,African-American,Male,2,-1,1
39,1,F,Other,Female,10,0,1
25,1,F,African-American,Male,10,7,0
35,0,M,Other,Female,1,0,1
32,1,M,African-American,Male,12,1,0
69,0,M,Other,Male,0,0,1
21,0,M,Other,Male,1,0,1
41,0,F,Other,Male,1,2,1
21,0,F,Other,Male,0,0,1
38,0,F,African-American,Male,0,5,0
21,1,F,African-American,Male,1,1,0
35,1,M,Other,Male,2,34,1
34,0,M,African-American,Male,5,2,1
52,0,M,Other,Male,0,0,1
21,0,F,African-American,Male,0,1,0
43,0,M,African-American,Male,8,1,1
32,0,F,Other,Female,0,1,1
49,1,F,Other,Male,5,3,1
21,0,M,African-American,Female,0,1,1
28,1,F,African-American,Male,5,0,1
65,0,F,Other,Female,1,-1,1
27,0,M,Other,Female,0,1,1
48,1,F,Other,Male,20,46,0
20,1,M,African-American,Male,0,1,1
49,1,F,Other,Male,7,12,1
42,0,M,Other,Male,6,1,1
63,0,F,African-American,Male,6,24,1
40,0,M,Other,Male,0,-1,1
34,0,F,Other,Male,0,0,1
21,1,F,African-American,Male,1,86,0
27,0,M,Other,Male,1,0,1
29,0,M,Other,Male,0,1,1
35,1,M,Other,Male,0,15,0
50,0,M,African-American,Female,0,1,1
47,0,M,Other,Male,0,0,1
44,0,M,Other,Male,2,-1,1
56,0,F,Other,Male,0,1,1
23,0,M,African-American,Male,0,12,1
54,0,F,African-American,Male,10,30,1
38,0,F,Other,Male,17,180,0
25,1,F,Other,Male,0,0,1
44,1,F,Other,Male,2,1,1
52,1,M,African-American,Male,3,31,1
52,1,F,Other,Female,0,118,1
21,1,M,African-American,Male,0,0,0
30,1,F,Other,Female,9,4,1
56,0,F,African-American,Male,6,1,1
35,1,F,African-American,Male,12,0,0
39,0,F,Other,Male,1,29,1
29,0,M,Other,Male,0,0,1
23,1,F,African-American,Male,2,22,1
26,0,M,Other,Male,0,0,1
64,1,M,African-American,Female,1,0,1
58,0,F,Other,Female,0,1,1
20,1,F,Other,Male,1,1,1
21,1,F,African-American,Male,0,42,1
21,0,F,African-American,Male,0,46,1
23,0,F,African-American,Male,0,2,1
46,0,F,African-American,Male,3,2,1
25,1,F,African-American,Male,21,117,0
35,0,F,Other,Male,5,0,1
30,0,M,African-American,Female,0,-1,1
47,0,F,Other,Male,1,1,1
30,0,F,Other,Male,4,3,1
47,0,F,African-American,Male,1,1,1
39,1,F,African-American,Male,1,0,1
30,1,M,Other,Male,2,5,1
24,0,F,Other,Male,1,0,1
45,0,F,Other,Male,3,1,1
26,1,F,Other,Male,2,0,0
39,0,F,Other,Male,3,0,1
40,0,F,Other,Male,1,41,1
24,0,F,African-American,Male,0,0,0
23,0,F,African-American,Male,1,0,1
61,0,M,Other,Male,0,-1,1
42,1,F,Other,Male,3,-1,1
38,1,F,African-American,Male,3,4,1
67,1,F,Other,Male,0,24,1
23,0,F,Other,Male,2,7,1
31,1,F,Other,Male,1,0,1
40,0,F,African-American,Male,15,54,0
44,0,F,African-American,Male,0,3,1
37,1,F,African-American,Male,10,0,1
22,0,M,African-American,Female,3,1,0
31,1,M,Other,Male,6,0,1
28,1,F,African-American,Male,9,53,1
24,0,M,Other,Male,5,5,1
33,0,F,Other,Male,9,0,1
30,1,F,African-American,Female,10,0,0
31,0,F,Other,Male,5,1,1
35,1,F,African-American,Male,0,1,1
57,1,F,African-American,Male,23,30,0
39,1,F,Other,Female,8,31,1
65,0,F,Other,Male,3,23,1
22,0,M,Other,Female,0,1,0
35,0,F,African-American,Female,2,14,1
29,1,M,African-American,Male,2,2,1
62,1,F,African-American,Male,13,1,0
22,1,M,African-American,Male,0,0,1
31,1,F,Other,Male,8,13,1
56,0,F,African-American,Female,1,1,1
25,0,F,Other,Male,2,29,1
33,0,M,Other,Male,10,1,1
25,0,F,Other,Male,2,2,1
27,0,F,African-American,Female,3,0,1
37,0,F,African-American,Male,1,3,0
41,0,M,Other,Male,2,1,1
35,0,F,African-American,Male,5,6,0
25,1,M,Other,Male,1,0,1
55,0,M,Other,Male,0,2,1
26,1,F,African-American,Male,2,3,1
35,0,F,African-American,Male,7,195,1
50,1,M,Other,Male,3,25,1
25,1,F,African-American,Male,3,2,1
65,1,M,Other,Female,1,1,1
31,1,F,African-American,Female,0,0,1
24,0,M,African-American,Female,0,0,1
34,1,F,African-American,Male,6,13,0
24,1,M,Other,Male,3,3,0
30,0,F,African-American,Female,4,1,1
35,0,M,Other,Female,0,0,1
30,1,F,African-American,Male,14,22,1
24,0,M,Other,Male,1,2,1
51,1,F,Other,Male,3,13,1
28,0,F,African-American,Female,3,1,1
27,1,F,African-American,Female,4,0,1
22,1,F,Other,Male,2,0,1
29,1,F,African-American,Male,2,0,1
31,0,F,African-American,Male,0,2,1
31,0,M,Other,Male,0,0,1
32,0,F,African-American,Female,3,30,1
27,1,F,African-American,Male,1,1,1
29,1,F,Other,Male,6,0,1
59,0,F,African-American,Male,3,8,1
24,1,M,African-American,Male,1,0,1
33,0,F,African-American,Male,0,141,0
35,0,M,Other,Female,0,0,1
28,1,F,Other,Male,9,8,0
40,0,F,Other,Female,0,4,1
45,0,M,Other,Male,0,1,1
24,1,M,African-American,Male,9,4,0
31,1,F,African-American,Male,16,52,0
25,0,M,Other,Male,0,4,1
24,0,F,African-American,Male,0,1,0
23,0,M,Other,Male,6,34,0
23,1,F,African-American,Male,7,1,0
48,0,M,Other,Male,0,-1,1
62,0,F,Other,Male,0,0,1
25,1,F,African-American,Female,4,0,1
25,0,F,Other,Male,1,1,1
49,0,M,African-American,Male,1,10,1
50,1,F,Other,Male,0,35,1
47,1,F,African-American,Male,3,39,0
37,0,F,African-American,Male,14,1,0
26,0,M,Other,Male,0,1,1
28,0,F,African-American,Male,21,1,0
26,1,F,African-American,Female,3,0,1
48,0,F,Other,Male,4,1,1
20,1,F,African-American,Male,1,0,0
34,1,F,African-American,Male,9,17,0
26,0,M,Other,Male,1,1,1
46,1,F,African-American,Male,9,115,0
21,1,F,African-American,Male,0,6,0
27,1,F,Other,Female,2,62,1
21,1,M,African-American,Male,3,17,0
29,0,F,Other,Male,1,14,1
46,0,F,Other,Male,4,1,1
24,0,F,African-American,Male,0,0,1
51,0,M,Other,Female,2,0,1
57,1,M,African-American,Male,8,-1,1
33,1,F,African-American,Male,4,1,1
23,1,F,African-American,Male,4,143,0
29,0,F,African-American,Male,5,1,0
22,1,M,Other,Male,0,9,1
56,1,M,Other,Male,10,13,1
33,1,M,Other,Female,1,4,1
27,1,F,Other,Male,0,1,1
40,1,F,African-American,Male,3,0,0
48,0,M,Other,Male,0,0,1
32,1,F,African-American,Male,10,3,1
24,0,M,African-American,Male,1,1,1
32,0,F,African-American,Male,1,0,1
19,1,F,African-American,Male,2,0,1
23,1,F,African-American,Male,6,1,0
39,1,F,Other,Male,17,181,1
25,0,F,African-American,Male,1,0,1
42,1,F,African-American,Male,6,0,0
29,0,M,Other,Male,1,43,1
38,0,M,Other,Male,2,1,1
32,1,F,Other,Male,10,6,1
23,1,M,Other,Male,4,0,1
58,1,F,African-American,Male,10,1,1
42,1,F,African-American,Male,9,0,1
52,0,F,Other,Male,3,13,1
26,1,F,Other,Male,1,8,1
27,0,F,Other,Male,1,1,1
33,0,F,Other,Male,1,0,1
33,1,F,African-American,Male,2,-1,0
23,1,M,African-American,Male,0,1,1
25,1,F,African-American,Male,4,19,0
32,1,F,African-American,Male,0,5,1
34,1,F,Other,Male,14,40,0
29,0,M,Other,Female,0,1,1
38,1,F,African-American,Male,19,0,0
29,0,M,Other,Male,0,0,1
27,1,F,African-American,Male,6,34,0
25,1,M,Other,Male,0,1,1
31,1,F,Other,Female,2,1,1
30,1,F,African-American,Male,8,64,0
41,0,F,African-American,Male,0,0,1
59,0,F,African-American,Male,8,5,1
21,1,M,Other,Male,1,0,1
27,1,F,African-American,Male,6,39,1
30,0,F,African-American,Male,0,1,1
43,0,F,Other,Male,4,47,1
24,0,F,Other,Female,2,0,0
45,1,M,African-American,Male,13,6,1
23,1,F,Other,Male,0,18,0
40,0,F,Other,Female,5,55,0
23,0,F,African-American,Female,0,2,1
39,0,F,African-American,Male,3,1,1
26,1,F,African-American,Female,5,33,1
26,0,M,Other,Female,0,0,1
21,0,M,African-American,Male,0,1,1
30,0,F,Other,Male,3,65,1
44,0,F,Other,Male,0,11,1
21,1,F,African-American,Male,1,20,1
23,0,M,African-American,Male,0,1,1
49,0,F,African-American,Female,1,0,1
23,1,F,African-American,Male,3,53,0
24,1,F,African-American,Male,1,75,1
21,1,F,African-American,Female,1,0,1
37,1,F,Other,Female,7,6,1
28,1,F,Other,Male,2,10,1
23,1,F,Other,Male,7,9,1
24,1,F,African-American,Female,2,1,1
31,0,F,Other,Male,0,-1,1
24,1,M,African-American,Male,2,506,0
25,0,F,African-American,Male,1,0,1
33,1,M,African-American,Male,1,1,1
26,1,M,African-American,Male,24,85,0
27,0,F,African-American,Male,1,5,1
46,0,F,Other,Male,0,1,1
38,1,M,Other,Female,1,1,1
24,0,M,African-American,Female,0,0,1
38,0,M,African-American,Female,0,1,1
27,1,F,African-American,Male,7,4,0
48,0,F,African-American,Male,6,1,1
31,1,F,Other,Female,2,27,1
28,1,M,African-American,Male,5,51,1
30,0,F,Other,Male,7,1,0
25,1,M,Other,Male,6,1,1
55,0,M,Other,Male,0,1,1
40,1,F,African-American,Male,5,30,1
21,1,F,African-American,Male,0,1,1
28,1,F,African-American,Male,10,243,1
20,1,F,African-American,Male,2,0,0
31,1,F,African-American,Male,10,4,0
57,0,M,African-American,Female,0,77,1
25,0,M,African-American,Male,0,7,1
22,1,F,African-American,Male,7,11,0
31,1,F,African-American,Male,3,15,1
43,0,F,African-American,Male,7,0,1
25,0,M,Other,Female,0,0,1
39,0,M,Other,Male,1,0,1
40,0,F,African-American,Male,1,1,1
20,1,F,African-American,Male,0,2,1
35,0,M,African-American,Male,2,0,1
34,1,M,African-American,Male,1,1,1
27,1,F,Other,Male,18,178,0
38,1,F,African-American,Female,3,0,1
21,1,F,Other,Male,0,0,1
25,1,M,African-American,Male,0,1,1
53,1,M,African-American,Male,6,8,1
50,0,F,African-American,Female,4,13,1
23,0,M,Other,Female,1,1,1
22,1,F,Other,Male,0,6,1
27,1,M,Other,Male,0,0,1
29,1,F,African-American,Male,5,0,0
38,0,M,African-American,Male,1,3,1
54,0,F,Other,Female,2,0,1
26,1,F,African-American,Male,1,57,0
37,1,F,African-American,Male,23,1,0
36,1,M,African-American,Male,25,0,0
28,1,F,African-American,Male,18,12,0
49,0,M,African-American,Male,1,1,1
36,0,F,African-American,Male,11,0,1
41,0,F,Other,Female,0,1,1
26,1,F,Other,Male,9,0,1
40,0,F,Other,Male,9,0,0
